Date,Assigned to,Newspaper,Link,Section,Key words,Opinion adm,Opinion CDC,Briefly observation,,,,,,,,,,,
5/17/2020,JP,The New York Post,https://nypost.com/2020/05/17/dexter-manley-redskins-great-hospitalized-with-coronavirus/,Sports,infected,nada,nada,I just think he is scared,,,,,,,,,,,
5/17/2020,JP,The New York Post,https://nypost.com/2020/05/17/wh-adviser-peter-navarro-calls-obama-bidens-press-secretary/,News,electoral fight,-1,nada,"So we’ll have Joe Biden, long friend of China, President Donald J. Trump, the only president in modern history to stand up to China going into November. And what this is going to be about, it’s not going to be about the pandemic, it’s going to be about jobs",,,,,,,,,,,
5/17/2020,JP,The New York Post,https://nypost.com/2020/05/17/citymd-to-provide-free-coronavirus-tests-to-uninsured-new-yorkers/,Metro,Extraordinary,nada,nada,CityMD will provide free coronavirus tests to uninsured New Yorkers as part of a partnership with the city aimed at getting tens of thousands of people tested every day,,,,,,,,,,,
5/17/2020,JP,The New York Post,https://nypost.com/2020/05/17/gov-cuomo-takes-coronavirus-test-during-live-briefing/,Metro,Good action,nada,nada,"Gov. Andrew Cuomo was tested for the coronavirus live during his Sunday press briefing to promote more widespread screening, including for the first New Yorkers cleared to return to work",,,,,,,,,,,
5/17/2020,JP,The New York Post,https://nypost.com/2020/05/17/wh-adviser-slams-cdc-over-lack-of-early-coronavirus-testing/,News,new kits,1,nada,"So if you contrast this complete lockdown where some of the people in the medical community want to just run and hide until the virus is extinguished, that’s going to not only take a huge toll on the American economy, it’s going to kill many more people than virus, the China virus ever would,",,,,,,,,,,,
5/17/2020,JP,The New York Post,https://nypost.com/2020/05/17/italy-accepts-coronavirus-risks-plans-to-reopen-movie-theaters/,News,taking risk,nada,nada,We are facing a calculated risk with the awareness that the contagion curve could rise again,,,,,,,,,,,
5/17/2020,JP,The New York Post,https://nypost.com/2020/05/17/coronavirus-taken-to-wuhan-market-by-someone-already-infected-study/,News,confused,0,nada,We need to get to the bottom of many things in relation to COVID-19,,,,,,,,,,,
5/17/2020,JP,The New York Post,https://nypost.com/2020/05/17/weird-coronavirus-baseball-would-be-better-than-no-baseball/,Sports,weird rules,nada,nada,"We are looking at one weird 2020 baseball season, if we’re fortunate enough to get a season at all. It’d be a wonderful weird",,,,,,,,,,,
5/24/2020,JP,The New York Post,https://nypost.com/2020/05/24/lirr-trains-to-add-capacity-as-li-eyes-coronavirus-reopening/,Metro,"train, extra cars",Nada,Nada,We’re preparing for Long Island to open,,,,,,,,,,,
5/24/2020,JP,The New York Post,https://nypost.com/2020/05/24/videos-show-crowds-at-long-island-bar-despite-coronavirus-shutdown/,Metro,"bar, violation of the state’s coronavirus shutdown",Nada,Nada,Everybody decided to run inside out of the rain and they overwhelmed us,,,,,,,,,,,
5/24/2020,JP,The New York Post,https://nypost.com/2020/05/24/swim-party-contributes-to-second-peak-in-arkansas-coronavirus/,News,"swim party, second peak, carelessness",Nada,Nada,A high school swim party that I’m sure everybody thought was harmless,,,,,,,,,,,
5/24/2020,JP,The New York Post,https://nypost.com/2020/05/24/germany-to-trace-people-who-attended-church-where-coronavirus-spread/,News,"Churches, positive for the coronavirus",Nada,Nada,"This situation shows how important it is that all of us stay alert and avoid becoming careless, especially now during the easing of restrictions. The virus is still there and will spread",,,,,,,,,,,
5/24/2020,JP,The New York Post,https://nypost.com/2020/05/24/coronavirus-patients-no-longer-infectious-after-11-days-study/,News,stop being infectious,Nada,Nada,"Scientifically, I’m very confident that there is enough evidence that the person is no longer infectious after 11 days",,,,,,,,,,,
5/24/2020,JP,The New York Post,https://nypost.com/2020/05/24/wuhan-lab-admits-to-having-three-live-strains-of-bat-coronavirus/,News,"Wuhan, bat, lab",0,Nada,How could it have leaked from our lab when we never had it?,,,,,,,,,,,
5/31/2020,J,The New York Post,https://nypost.com/2020/05/31/protesters-have-increased-risk-of-getting-coronavirus-officials/,News,"Protest, risk, Floyd",nada,0,"Protesters increase the risk of getting, spreading coronavirus",,,,,,,,,,,
5/31/2020,J,The New York Post,https://nypost.com/2020/05/31/nurse-for-nys-patient-zero-contracts-virus-sues-hospital/,Metro,"hospital, nurse, lawsuit",nada,0,A nurse who treated “patient zero” says in a new lawsuit that she and her family ended up battling the contagion because of negligence at her hospital.,,,,,,,,,,,
5/31/2020,J,The New York Post,https://nypost.com/2020/05/31/florida-shows-the-right-way-to-lock-down-and-loosen-up/,Opinion,"ignorant spring breakers, Florida",nada,nada,Florida shows the right way to lock down for coronavirus — and loosen up,,,,,,,,,,,
5/31/2020,J,The New York Post,https://nypost.com/2020/05/31/spa-chain-snags-5-6-million-in-coronavirus-relief/,Business,"spa, protection program, small businesses",-1,,"thousands of shuttered mom-and-pop small businesses that never received the help they were promised,",,,,,,,,,,,
5/31/2020,J,The New York Post,https://nypost.com/2020/05/31/delta-working-with-union-to-avoid-furloughing-2300-pilots/,News,"airlines, pilots",nada,nada,"Delta working with union to avoid furloughing 2,300 pilots",,,,,,,,,,,
6/7/2020,JP,The New York Post,https://nypost.com/2020/06/07/kyle-higashioka-were-better-than-this-as-a-country/,Sports,ready yo play,nada,nada,"When or if we’ll have spring training, we still don’t know. But I remain hopeful that we’ll have it — and a season",,,,,,,,,,,
6/7/2020,JP,The New York Post,https://nypost.com/2020/06/07/our-leaders-ignore-the-high-price-kids-are-paying-for-lockdowns/,Opinion,The kids are not all right,nada,nada,Studies have already shown that the lockdown has worsened childhood obesity and opened a wider education gap between poor and rich students,,,,,,,,,,,
6/7/2020,JP,The New York Post,https://nypost.com/2020/06/07/nypd-chief-of-transportation-william-morris-succumbs-to-coronavirus/,Metro,sad,nada,nada,"It saddens me to inform you that, after nearly 39 yrs of service to the people of NYC, Chief of Transportation William T. Morris passed away on Saturday from #COVID19,",,,,,,,,,,,
6/7/2020,JP,The New York Post,https://nypost.com/2020/06/07/nyc-awards-1-2b-hiv-aids-contract-amid-9b-coronavius-budget-gap/,Metro,HIV AIDS budget,nada,nada,A contract of this size over this long period of time should be put on hold,,,,,,,,,,,
6/7/2020,JP,The New York Post,https://nypost.com/2020/06/07/new-york-city-re-opens-under-phase-one-on-monday/,Metro,caution,nada,nada,"We are not like other regions of the state. We were the epicenter, and we remain the epicenter",,,,,,,,,,,
6/7/2020,JP,The New York Post,https://nypost.com/2020/06/07/sen-rick-scott-accuses-china-of-trying-to-sabotage-coronavirus-vaccine/,News,Doubts,0,nada,"It came to our intelligence community. I’m on, so clearly there’s things I can’t discuss that I get provided information. But there’s evidence that they’ve been trying to either sabotage or slow it down",,,,,,,,,,,
6/7/2020,JP,The New York Post,https://nypost.com/2020/06/07/global-coronavirus-death-toll-surpasses-400000/,News,Many people,nada,nada,"More than one-quarter of the reported fatalities have occurred in the United States — the highest number of any country, according to statistics compiled by Johns Hopkins University",,,,,,,,,,,
6/7/2020,JP,The New York Post,https://nypost.com/2020/06/07/de-blasio-rips-nypd-cops-for-not-wearing-masks-to-protests/,Metro,anger,nada,nada,"We’ve seen too many officers who just have masks off, and it’s painful to people because it feels like they’re flouting the rules",,,,,,,,,,,
6/7/2020,JP,The New York Post,https://nypost.com/2020/06/07/nyc-to-open-15-coronavirus-testing-sites-for-protesters-cuomo/,Metro,testing sites,nada,nada,"If you were at a protest … act responsibly, get a test",,,,,,,,,,,
6/7/2020,JP,The New York Post,https://nypost.com/2020/06/07/fauci-china-did-a-disservice-by-withholding-coronavirus-info/,News,hide information,1,nada,I think the Chinese authorities that did not allow the scientists to speak out as openly and transparently as they could really did a disservice,,,,,,,,,,,
6/14/2020,A,The New York Post,https://nypost.com/2020/06/14/tulsa-health-director-wants-trump-to-reschedule-rally-over-coronavirus/,News,"concerned, indoor events, safety",-1,Nada,The director of Tulsa’s Health Department said he “wishes” President Trump would reschedule Saturday’s campaign rally as the city experiences an uptick in coronavirus cases.,,,,,,,,,,,
6/14/2020,A,The New York Post,https://nypost.com/2020/06/14/sushi-restaurateur-swims-past-pandemic-mayhem-with-thriving-sales/,Business,"sushi restaurant thriving,  takeout menu, open second outpost",Nada,Nada,"At a time when most Big Apple eateries are struggling to survive, Manhattan sushi restaurant Kissaki has been thriving, according to Kanfer — thanks to some pointed business decisions like importing fish directly from Japan, making a takeout-friendly menu, and investing in sushi-making robots.",,,,,,,,,,,
6/14/2020,A,The New York Post,https://nypost.com/2020/06/14/charles-schwab-challenge-pga-tour-aces-coronavirus-return/,Sports,"PGA tour restart, safe tournament, test prior",Nada,Nada,"The PGA Tour pulled it off, conducting its first tournament after a three-month hiatus because of the coronavirus pandemic, and it was done safely and successfully.",,,,,,,,,,,
6/14/2020,A,The New York Post,https://nypost.com/2020/06/14/central-park-sunbathers-defy-coronavirus-seen-butt-naked/,Metro,"Central Park sunbathers, maskless, skivvies",Nada,Nada,"Sunbathers flocked to Central Park’s Sheep Meadow to catch some rays on a gorgeous Sunday, but many opted not to cover their faces or clothes",,,,,,,,,,,
6/14/2020,A,The New York Post,https://nypost.com/2020/06/14/avoiding-a-coronavirus-second-wave-is-up-to-each-of-us/,Opinion,"second wave, avoid",0,Nada,"Most important, the national rates of hospitalizations and deaths also continue downward. ",,,,,,,,,,,
6/14/2020,A,The New York Post,https://nypost.com/2020/06/14/fans-pack-rugby-match-in-coronavirus-free-new-zealand/,Sports,"New Zealand, rugby",Nada,Nada,"After instituting a strict lockdown in March, New Zealand has not reported any new cases of the coronavirus for more than three weeks, and says all those who contracted the disease have now recovered. Earlier in the week, the country removed just about every remaining virus restriction, with the notable exception of keeping the border closed.",,,,,,,,,,,
6/14/2020,A,The New York Post,https://nypost.com/2020/06/14/florida-scientist-axed-for-not-altering-covid-19-map-makes-her-own/,News,"Florida, map for reopening, fired",Nada,Nada,Former state Department of Health worker Rebekah Jones said she was fired because she refused to “manually change data to drum up support for the plan to reopen.”Her map includes report cards for each county on whether they meet the state’s criteria for entering the next phase of reopening.,,,,,,,,,,,
6/14/2020,A,The New York Post,https://nypost.com/2020/06/14/ohio-state-football-players-must-sign-coronavirus-risk-waiver/,Sports,"footbal players, sign risk waiver",Nada,0,"The powerhouse football program began bringing players back to campus last week for voluntary workouts and the student-athletes were required to agree to a coronavirus risk waiver, the Columbus Dispatch reported.",,,,,,,,,,,
6/14/2020,A,The New York Post,https://nypost.com/2020/06/14/who-warns-england-on-further-relaxing-lockdown-rules/,News,"WHO, britain, Contact tracing, relax lockdown",Nada,Nada,"The coronavirus induced lockdown in England should not be further lifted until the government’s contact-tracing system proves to be “robust and effective,” the World Health Organization’s regional European director Hans Kluge said.",,,,,,,,,,,
6/14/2020,A,The New York Post,https://nypost.com/2020/06/14/putin-claims-russia-handled-coronavirus-better-than-the-us/,News,"Russia, Putin, handle pandemic",-1,Nada,"President Vladimir Putin claimed Russia has handled the coronavirus pandemic better than the United States — knocking President Trump’s leadership during the crisis, according to a report",,,,,,,,,,,
6/14/2020,A,The New York Post,https://nypost.com/2020/06/14/gov-cuomo-cautiously-touts-new-yorks-coronavirus-progress/,Metro,"New York, progress, lowest numbers",Nada,Nada,"New York is making “really great progress’’ in its fight against the coronavirus, registering the lowest number of daily deaths since the pandemic started — but that doesn’t mean it’s out of the woods, Gov. Andrew Cuomo said",,,,,,,,,,,
6/14/2020,A,The New York Post,https://nypost.com/2020/06/14/surgeon-general-jerome-adams-urges-americans-to-wear-masks/,News,"general, encourage mask wearing",-1,0,Surgeon General Jerome Adams on Sunday encouraged people to wear a mask to stop the spread of the coronavirus — saying the face coverings don’t infringe on Americans’ “freedom” and will help to get the economy up and running.,,,,,,,,,,,
6/14/2020,A,The New York Post,https://nypost.com/2020/06/14/ten-percent-of-rikers-inmates-released-over-coronavirus-re-arrested/,Metro,re asrrested released inmates,Nada,Nada,"Some 10 percent of those cut free from Rikers Island due to coronavirus concerns since March have since been arrested — some multiple times, The Post has learned.",,,,,,,,,,,
6/14/2020,A,The New York Post,https://nypost.com/2020/06/14/kudlow-extra-600-in-unemployment-a-disincentive-to-go-to-work/,News,"stimulus, disincentive work",0,Nada,"Current unemployment benefits stemming from the coronavirus stimulus package are ""a disincentive"" says White House economic adviser Larry Kudlow (Adviser to Trump). ""We're paying people not to work",,,,,,,,,,,
6/14/2020,A,The New York Post,https://nypost.com/2020/06/14/fauci-says-real-normality-in-the-us-unlikely-until-next-year/,News,"Fauci, normality, 2021",Nada,0,"Dr. Anthony Fauci says the US will likely not return to life resembling “real normality” during the coronavirus pandemic until next year, according to a report.",,,,,,,,,,,
6/14/2020,A,The New York Post,https://nypost.com/2020/06/14/pete-alonso-has-idea-for-socially-distant-walkoff-celebrations/,Sports,"walkoff celebrations, baseball",Nada,Nada,Celebration in baseball filed during covid times,,,,,,,,,,,
6/14/2020,A,The New York Post,https://nypost.com/2020/06/14/cdc-warns-of-second-coronavirus-wave-as-state-lift-lockdown/,News,"warning, second wave, CDC",Nada,0,"CDC warns of second coronavirus wave as states lift lockdowns. States may need to lock back down if coronavirus cases spike, the CDC is warning.",,,,,,,,,,,
6/14/2020,A,The New York Post,https://nypost.com/2020/06/14/china-korea-egypt-report-rise-in-coronavirus-cases-as-curbs-ease/,News,"world, cases rise",Nada,Nada,"Several countries report increase in number of cases. The world is seeing more than 100,000 newly confirmed cases every day, according to data from Johns Hopkins University.",,,,,,,,,,,
6/21/2020,JP,The New York Post,https://nypost.com/2020/06/21/biden-campaign-calls-trumps-coronavirus-remarks-outrageous/,News,"politics ahead of the safety, kidding",-1,Nada,"This virus has killed nearly 120,000 Americans and cost tens of millions their jobs, in large part because this president could not and would not mobilize testing as quickly as we needed it",,,,,,,,,,,
6/21/2020,JP,The New York Post,https://nypost.com/2020/06/21/how-to-negotiate-a-raise-at-work-amid-the-coronavirus-pandemic/,Living,"work, negotiate a raise",Nada,Nada,"Think of all of the things that would make your life easier. When your life is easier, you’re a more motivated employee for the long term,",,,,,,,,,,,
6/21/2020,JP,The New York Post,https://nypost.com/2020/06/21/sergio-garcia-others-probably-deserved-coronavirus-more-than-nick-watney/,Sports,disheartened,Nada,Nada,"Then I was surprised to hear that he tested positive two days, three days later",,,,,,,,,,,
6/21/2020,JP,The New York Post,https://nypost.com/2020/06/21/nba-orlando-worries-grow-as-florida-coronavirus-cases-surge/,Sports,surprise,Nada,Nada,The NBA’s quest to resume its season in an Orlando bubble at Disney World may be losing its magic,,,,,,,,,,,
6/21/2020,JP,The New York Post,https://nypost.com/2020/06/21/desantis-takes-dig-at-gov-cuomo-over-quarantine-for-floridians/,News,Irony,Nada,Nada,I would just ask if that’s done just please do not quarantine any Floridians in the nursing homes in New York,,,,,,,,,,,
6/21/2020,JP,The New York Post,https://nypost.com/2020/06/21/trumps-coronavirus-testing-remarks-were-tongue-in-cheek-navarro/,News,Irony,0,Nada,We’ve tested more than any other country in this world,,,,,,,,,,,
6/21/2020,JP,The New York Post,https://nypost.com/2020/06/21/coronavirus-closures-help-dea-seize-millions-from-drug-traffickers/,News,"drugs, DEA",Nada,Nada,"While the country’s primary focus should be the pandemic, the shadow of the pandemic is the drug business",,,,,,,,,,,
6/21/2020,JP,The New York Post,https://nypost.com/2020/06/21/coronavirus-is-weakening-could-disappear-on-its-own-italian-doctor/,News,"weakening, happyness",Nada,Nada,"It was like an aggressive tiger in March and April but now it’s like a wild cat,”",,,,,,,,,,,
6/21/2020,JP,The New York Post,https://nypost.com/2020/06/21/coronavirus-indicators-on-right-path-as-nyc-enters-phase-2/,News,happiness,nada,Nada,The potentially promising report comes as the Big Apple gears up to begin Phase Two of its reopening plan Monday,,,,,,,,,,,
6/21/2020,JP,The New York Post,https://nypost.com/2020/06/21/grigor-dimitrov-has-coronavirus-novak-djokovic-match-canceled/,Sports,shock,Nada,Nada,I am so sorry for any harm I might have caused,,,,,,,,,,,
6/21/2020,JP,The New York Post,https://nypost.com/2020/06/21/gov-cuomo-fires-back-at-ron-desantis-for-nursing-home-dig/,Metro,"fight, nasty",Nada,Nada,I would just ask if that’s done just please do not quarantine any Floridians in the nursing homes in New York,,,,,,,,,,,
6/21/2020,JP,The New York Post,https://nypost.com/2020/06/21/dutch-cops-detain-400-after-coronavirus-restrictions-protest/,News,"Llockdown, protesters",Nada,Nada,Esto no tiene nada que ver con protestar ni con el derecho a la libertad de expresión. Este grupo estaba tratando deliberadamente de alterar el orden público,,,,,,,,,,,
6/21/2020,JP,The New York Post,https://nypost.com/2020/06/21/brazil-passes-50000-coronavirus-deaths-as-outbreak-worsens/,News,"Anger, amazement",Nada,Nada,Bolsonaro has shunned social distancing,,,,,,,,,,,
6/21/2020,JP,The New York Post,https://nypost.com/2020/06/21/black-owned-businesses-are-helping-coronavirus-restaurant-recovery/,Business,"collaboration, help",Nada,Nada,It started to get busier and we wanted everyone to be safe,,,,,,,,,,,
6/28/2020,C,The New York Post,https://nypost.com/2020/06/28/amsterdams-red-light-district-can-lift-coronavirus-shutdown-wednesday/,Europe,Amsterdan's red district,nada,nada,Amsterdam’s red light district just got the green light to emerge from its coronavirus shutdown.,,,,,,,,,,,
6/28/2020,C,The New York Post,https://nypost.com/2020/06/28/california-man-and-27-relatives-catch-coronavirus-including-father-who-died/,news,family members tested positive,nada,nada,"California man and 27 relatives all catch coronavirus — including his father, who died",,,,,,,,,,,
6/28/2020,C,The New York Post,https://nypost.com/2020/06/28/nyc-first-responders-sue-ambulance-operator-for-pay-work-violations/,health,paramedics sue private ambulance operator,nada,nada,NYC first responders sue ambulance operator for pay and work violations,,,,,,,,,,,
6/28/2020,C,The New York Post,https://nypost.com/2020/06/28/jazzs-rudy-gobert-not-fully-over-coronavirus-effects-plans-to-play/,sports,"basketball player, smelling issue",nada,nada,Rudy Gobert still has smelling issue months after coronavirus diagnosis,,,,,,,,,,,
6/28/2020,C,The New York Post,https://nypost.com/2020/06/28/coronavirus-death-toll-surges-to-over-500k-globally/,news,number of fatalities in the world,nada,nada,The number of people who have died due to the coronavirus worldwide surpassed a half a million,,,,,,,,,,,
6/28/2020,C,The New York Post,https://nypost.com/2020/06/28/pence-attends-rally-talks-coronavirus-with-dallas-gov-abbott/,politics,"indoor rally , Texas",0,nada,"Vice President Mike Pence spoke before more than 2,000 people at an indoor rally in downtown Dallas",,,,,,,,,,,
6/28/2020,C,The New York Post,https://nypost.com/2020/06/28/arizona-breaks-new-record-for-coronavirus-cases-in-a-single-day/,heath,Arizona new record,nada,nada,Arizona breaks new record for coronavirus in a single day,,,,,,,,,,,
6/28/2020,C,The New York Post,https://nypost.com/2020/06/28/amazon-workers-in-germany-will-strike-over-covid-19-infections/,Europe,"Germany, strike",nada,nada,German workers will fo on strike in protest over safety,,,,,,,,,,,
6/28/2020,C,The New York Post,https://nypost.com/2020/06/28/amazon-workers-in-germany-will-strike-over-covid-19-infections/,Europe,"Germany, strike",nada,nada,German workers will fo on strike in protest over safety,,,,,,,,,,,
6/28/2020,C,The New York Post,https://nypost.com/2020/06/28/85-infected-with-coronavirus-after-outbreak-at-michigan-college-bar/,health,Michigan college bar,nada,nada,"At least 85 people in Michigan have tested positive for the coronavirus after an outbreak at a popular college bar,",,,,,,,,,,,
6/28/2020,C,The New York Post,https://nypost.com/2020/06/28/nycs-pride-parade-goes-virtual-as-pro-lgbtq-blm-protesters-march/,news,pride parade,nada,nada,New York City’s annual Pride parade was held virtually,,,,,,,,,,,
6/28/2020,C,The New York Post,https://nypost.com/2020/06/28/gov-newsom-orders-la-bars-to-immediately-close-amid-coronavirus-surge/,news,bars close ,nada,nada,Bars were ordered to clsein L.A.,,,,,,,,,,,
6/28/2020,C,The New York Post,https://nypost.com/2020/06/28/patients-relieved-to-undergo-elective-surgeries-banned-amid-pandemic/,health,surgeries rescheduled,nada,nada,New York City hospitals are rescheduling thousands of elective surgeries that were postponed because of the coronavirus,,,,,,,,,,,
6/28/2020,C,The New York Post,https://nypost.com/2020/06/28/schumer-urges-trump-to-renew-coronavirus-emergency-declaration/,politics,emergency declaration ,0,nada,Schumer urged the Trump administration to renew the coronavirus emergency declaration ,,,,,,,,,,,
6/28/2020,C,The New York Post,https://nypost.com/2020/06/28/mike-pence-pelosi-clash-over-implementing-face-mask-mandate/,politics,"face masks, states decision",0,0,Vice President Mike Pence said Sunday the Trump administration is leaving it up to states to decide whether face masks should be mandatory,,,,,,,,,,,
6/28/2020,C,The New York Post,https://nypost.com/2020/06/28/gov-cuomo-complains-of-political-heat-over-nursing-home-deaths/,politics,"political heat, nursing homes",0,nada,Gov. Andrew Cuomo on Sunday complained about the “political heat” he has faced over coronavirus deaths in nursing homes,,,,,,,,,,,
6/28/2020,C,The New York Post,https://nypost.com/2020/06/28/st-patricks-cathedral-holds-first-in-house-mass-since-march/,news,"bishop, mass",nada,nada,Archbishop Timothy Cardinal Dolan on Sunday celebrated the first in-house Mass at St. Patrick’s Cathedral since mid-March,,,,,,,,,,,
6/28/2020,C,The New York Post,https://nypost.com/2020/06/28/florida-records-8500-new-coronavirus-cases-in-single-day/,news,"florida, new cases",nada,nada,"Florida continued to record high coronavirus numbers Sunday — adding more than 8,500 new cases",,,,,,,,,,,
6/28/2020,C,The New York Post,https://nypost.com/2020/06/28/hhs-sec-azar-says-window-is-closing-to-curb-coronavirus-surge/,health,"curb the surge, government guidalines",0,nada,The secretary of Health and Human Services said Sunday the “window is closing” to curb the surge of coronavirus cases,,,,,,,,,,,
6/28/2020,C,The New York Post,https://nypost.com/2020/06/28/virginia-couple-charged-in-1-5m-coronavirus-fraud-scheme/,news,"Virginia couple, fraud",nada,nada,A married Virginia couple was busted trying to flee the country after they illegally received nearly $1.5 million in federal funds,,,,,,,,,,,
6/28/2020,C,The New York Post,https://nypost.com/2020/06/28/reopen-maryland-co-founder-tim-walters-has-coronavirus/,news,leader coronavirus lockdown,nada,nada,The leader of a group that fought against Maryland’s coronavirus lockdown measures is now seriously sick from the contagion,,,,,,,,,,,
6/28/2020,C,The New York Post,https://nypost.com/2020/06/28/coronavirus-has-now-infected-more-than-10-million-worldwide/,health,millions infected worlwide,nada,0,The coronavirus pandemic hit a grim milestone Sunday with 10 million cases worldwide,,,,,,,,,,,
6/28/2020,C,The New York Post,https://nypost.com/2020/06/28/coronavirus-cases-stabilize-in-china-while-italy-sees-drop-in-deaths/,middle east,"china, casessatbilize",0,0,"China has extended COVID-19 tests to newly reopened salons amid a drop in cases, while South Korea continues to face new infections",,,,,,,,,,,
6/28/2020,C,The New York Post,https://nypost.com/2020/06/28/jabari-parker-seen-playing-tennis-after-positive-coronavirus-test/,news,"cases, death toll",nada,0,Coronavirus has now infected more than 10 million worldwide,,,,,,,,,,,
7/5/2020,C,The New York Post,https://nypost.com/2020/07/05/theres-a-cook-for-that-apps-providing-needed-income-for-chefs/,business,"apps, chefs, cooking",nada,nada,new apps are croping up to hep chefs have an extra income,,,,,,,,,,,
7/5/2020,C,The New York Post,https://nypost.com/2020/07/05/nyc-grocers-struggle-to-hire-while-workers-fleece-on-unemployment/,business,"grocers, unemployment",nada,nada,New York City supermarkets are getting inundated with unemployment claims —,,,,,,,,,,,
7/5/2020,C,The New York Post,https://nypost.com/2020/07/05/nfl-training-camp-protocols-set-high-bar-for-coronavirus-return/,sports,"NFL, rules, return",nada,nada,NFL training camp rules set high bar for players to return from coronavirus,,,,,,,,,,,
7/5/2020,C,The New York Post,https://nypost.com/2020/07/05/nyc-tattoo-shop-says-coronavirus-is-becoming-sought-after-ink/,business,"reopening, tatoo",nada,nada,Tattoo parlors are among the Big Apple businesses set to start up again,,,,,,,,,,,
7/5/2020,C,The New York Post,https://nypost.com/2020/07/05/remdesivir-surging-to-coronavirus-hot-spots-fda-commissioner/,health,medication,nada,nada,"The US government is sending a “surge” supply of coronavirus drug remdesivir to areas that need it most,",,,,,,,,,,,
7/5/2020,C,The New York Post,https://nypost.com/2020/07/05/new-york-man-in-famous-9-11-photo-dies-from-coronavirus/,news,"famous man, 9/11",nada,nada,A New York man who was captured in a famous photograph fleeing the debris of a crumbling World Trade Center on 9/11 has died from the coronavirus.,,,,,,,,,,,
7/5/2020,C,The New York Post,https://nypost.com/2020/07/05/fda-chief-quarter-of-americans-could-reject-coronavirus-vaccine/,health-society,"vaccine, rejection",nada,nada,a new survey found more than a quarter of adults would “definitely” or “probably” not accept a free coronavirus vaccine,,,,,,,,,,,
7/5/2020,C,The New York Post,https://nypost.com/2020/07/05/nj-gov-phil-murphy-make-face-masks-national-requirement/,health,"face masks, New Jersey",nada,nada,"New jersey's governor said that there should be a ""national requirement that everyone wears face masks",,,,,,,,,,,
7/5/2020,C,The New York Post,https://nypost.com/2020/07/05/miami-mayor-hopeful-closing-beaches-will-slow-new-coronavirus-cases/,politics,"Miami, face masks, reopening",nada,nada,Miami’s mayor said he hopes a reopening pause and new safety precautions curb the growth of coronavirus cases happening in his city.,,,,,,,,,,,
7/5/2020,C,The New York Post,https://nypost.com/2020/07/05/mlbs-trevor-bauer-reminds-everyone-that-the-astros-cheated/,sports,"cheating, baseball",nada,nada,"The Astros cheating scandal had taken a back seat to the battle between the owners and players union, which combined with coronavirus, led to a three-month postponement of Opening Day.",,,,,,,,,,,
7/5/2020,C,The New York Post,https://nypost.com/2020/07/05/texas-woman-beats-coronavirus-then-delivers-healthy-triplets/,news,"Texas, triplets",nada,nada,A pregnant Texas woman beat the coronavirus — then delivered healthy triplets,,,,,,,,,,,
7/5/2020,C,The New York Post,https://nypost.com/2020/07/05/scalia-confident-us-businesses-can-reopen-amid-coronavirus/,politics,businessropen,nada,nada,"Labor Secreta  said businesses can begin to reopen if safety precautions are followed, despite the rise of coronavirus cases in some states.",,,,,,,,,,,
7/5/2020,C,The New York Post,https://nypost.com/2020/07/05/coronavirus-cases-fall-again-in-new-york-after-alarming-uptick/,society,"cases , New York",nada,nada,Coronavirus cases in New York drop after alarming uptick,,,,,,,,,,,
7/5/2020,C,The New York Post,https://nypost.com/2020/07/05/maskless-partiers-pack-michigans-diamond-lake-on-july-4th/,society,"party, crowds",nada,nada,Tightly packed crowds were seen in Michigan’s Diamond Lake rocking out to music to celebrate July 4th,,,,,,,,,,,
7/5/2020,C,The New York Post,https://nypost.com/2020/07/05/mets-seth-lugo-on-coronavirus-threat-you-dont-live-in-fear/,sports,baseball player,nada,nada,The timing of spring training getting canceled due to the pandemic couldn’t have worked out better for Lugo. It,,,,,,,,,,,
7/12/2020,A,The New York Post,https://nypost.com/2020/07/12/pga-tour-golfer-pat-perez-driving-force-in-coronavirus-aid-effort/,Sport,"Pat Perez, Golf, personality, crisis, Arizona state",0,Nada,"In the recent months of the COVID-19 pandemic, Perez quietly has been making a difference off the golf course, helping to raise millions of dollars to supply front-line workers with personal protective equipment when it’s been in dangerously short supply.",,,,,,,,,,,
7/12/2020,A,The New York Post,https://nypost.com/2020/07/12/how-nets-are-dealing-with-nearly-unrecognizable-nba-restart-roster/,Sports,"NBA, practice sites, players",nada,nada,How Nets are dealing with nearly unrecognizable roster,,,,,,,,,,,
7/12/2020,A,The New York Post,https://nypost.com/2020/07/12/new-york-city-marks-first-day-without-coronavirus-death-since-march/,Metro,"no death, first day",nada,nada,first day with no coronavirus deaths since March,,,,,,,,,,,
7/12/2020,A,The New York Post,https://nypost.com/2020/07/12/nets-in-talks-with-ex-knick-lance-thomas-to-join-nba-restart-roster/,Sports,"roster, bring back, NBA, season",nada,nada,talks with ex-Knick Lance Thomas,,,,,,,,,,,
7/12/2020,A,The New York Post,https://nypost.com/2020/07/12/cuny-to-continue-most-on-line-classes-in-fall-amid-coronavirus/,Metro,"University, online classes, resolution ",nada,nada,most classes to be online this fall,,,,,,,,,,,
7/12/2020,A,The New York Post,https://nypost.com/2020/07/12/ghislaine-maxwell-moved-at-least-36-times-during-her-year-in-hiding/,News," ex-boyfriend, Jeffrey Epstein, arrest",nada,nada,Ghislaine Maxwell moved at least 36 times during her year in hiding,,,,,,,,,,,
