Date,Assigned to,Newspaper,Link,Section,Key words,Opinion adm,Opinion CDC,Briefly observation,,,,,,,,,,,
3/29/2020,C,The New York Post,https://nypost.com/2020/03/23/iran-says-us-should-lift-sanctions-to-help-country-fight-coronavirus-pandemic/politics,News,anctions- Iran - Washington,1,nada,Iranian President Hassan Rouhani said Monday that Washington should lift sanctions,,,,,,,,,,,
3/29/2020,C,The New York Post,https://nypost.com/2020/03/29/trump-nixes-nyc-area-coronavirus-quarantine-that-had-governors-in-tailspin/,news,quarantine- new york,1,1,President Trump on Saturday night backed off a daylong threat to lock down New York City and the tristate area,,,,,,,,,,,
3/29/2020,C,The New York Post,https://nypost.com/2020/03/29/why-the-travel-industry-will-be-stronger-and-better-after-coronavirus/,news,travel industry ,nada,nada,travel industry will improve after coronavirus,,,,,,,,,,,
3/29/2020,C,The New York Post,https://nypost.com/2020/03/29/elderly-queens-woman-dies-of-coronavirus-minutes-after-being-discharged-from-hospital/news,news,eledrly woman dies,nada,nada,elderly woman dies of covid,,,,,,,,,,,
3/29/2020,C,The New York Post,https://nypost.com/2020/03/29/nypd-union-backs-off-plan-to-let-sick-officers-work-from-home-amid-coronavirus/news,news,police officers- underlying medical conditions- work home,nada,nada,union backs off to let officers with underlying medical conditions work from home,,,,,,,,,,,
3/29/2020,C,The New York Post,https://nypost.com/2020/03/29/101-year-old-italian-man-born-during-spanish-flu-recovers-from-coronavirus/,news,101-yar-old man covid recovered,nada,nada,a century-old an recoverd from coronavirus,,,,,,,,,,,
3/29/2020,C,The New York Post,https://nypost.com/2020/03/29/the-scouting-challenge-facing-yankees-and-other-mlb-teams/,sports,scouting- baseball players- covid,nada,nada ,players eligible for th draft haven't played agame ,played a game beacuse of covid,,,,,,,,,,
3/29/2020,C,The New York Post,https://nypost.com/2020/03/29/rhode-island-begins-door-to-door-checks-for-new-yorkers-fleeing-coronavirus/,news,Rhode Island- quarantine- new yorkrs,0,nada,New Yorkers who may have come to the state that they must self-quarantine for 14 days while Gov. Gina Raimondo expanded the mandatory self-quarantine to anyone visiting the state.,,must self-qurantine,,,,,,,,,
3/29/2020,C,The New York Post,https://nypost.com/2020/03/29/london-taxi-driver-dies-after-possibly-catching-coronavirus-from-cash-fare/,news,taxi driver coronavirus cash fare,nada,nada,taxi driver dies of coronavirus ,,,,,,,,,,,
3/29/2020,C,The New York Post,https://nypost.com/2020/03/29/italian-doctors-demand-protective-supplies-as-coronavirus-deaths-climb/,health,doctors Italy coronavirus,nada,nada,At least 50 doctors have died from COVID-19 while trying to help the sick in Italy —,,,,,,,,,,,
3/29/2020,C,The New York Post,https://nypost.com/2020/03/29/nurse-who-battled-coronavirus-on-the-front-lines-dies-from-illness-herself/,health,nurse dies frontline,nada,nada,a nurse working  on the forntlines dies from coronavirus,,,,,,,,,,,
3/29/2020,C,The New York Post,https://nypost.com/2020/03/29/de-blasio-tries-to-deflect-blame-for-rapid-spread-of-coronavirus-in-nyc/,politics,mayor blame coronavirus,0,nada,mayor De Blasio deflects blame for spread of cornavirus in NY,,,,,,,,,,,
3/29/2020,C,The New York Post,https://nypost.com/2020/03/29/rhode-island-repeals-order-targeting-new-yorkers-after-cuomo-threatens-lawsuit/politics,politics,rhode island lawsuit new york,nada,nada,Rhode island governor repealed an exective order penalizing new yorkers,,,,,,,,,,,
3/29/2020,C,The New York Post,https://nypost.com/2020/03/29/home-births-likely-to-skyrocket-in-nyc-due-to-coronavirus/,news,home births coronavirus nyc,nada,nada,home birthsare likely to skyrocket in NYC due to coronavirus,,,,,,,,,,,
3/29/2020,C,The New York Post,https://nypost.com/2020/03/29/dr-birx-every-city-could-get-coronavirus-outbreak-like-nyc/,health,coronavirus outbreak,nada,nada,very city could be hit as hard as New York City as the virus continues to rage across the country.,,,,,,,,,,,
3/29/2020,C,The New York Post,https://nypost.com/2020/03/29/fauci-says-us-could-see-up-to-200000-coronavirus-deaths-millions-infected/,health,coronavirus deaths,nada,nada,"the coronavirus pandemic could infect more than a million Americans and kill up to 200,000.",,,,,,,,,,,
3/29/2020,C,The New York Post,https://nypost.com/2020/03/29/westchester-coronavirus-patient-zero-is-home-from-the-hospital-cuomo/,news,patient zero hospital,nada,nada,"the coronavirus pandemic could infect more than a million Americans and kill up to 200,000.",,a,,,,,,,,,
3/29/2020,C,The New York Post,https://nypost.com/2020/03/29/coronavirus-is-providing-the-course-correction-kids-desperately-needed/,society,children anxiety ,nada,nada,coronavirus could result in a way to reduce kids' anxiety,,,,,,,,,,,
3/29/2020,C,The New York Post,https://nypost.com/2020/03/29/british-boxer-anthony-yarde-says-father-died-from-coronavirus/,news,boxer father dies,nada,nada,British boxer Anthony Yarde said his father has died after contracting coronavirus.,,,,,,,,,,,
3/29/2020,C,The New York Post,https://nypost.com/2020/03/29/coronavirus-nyc-food-pantries-facing-crisis-plead-for-state-city-aid/,news,food pantries ,nada,nada,food pantries are on the verge of collapse amid the coronavirus pandemic,,,,,,,,,,,
3/29/2020,C,The New York Post,https://nypost.com/2020/03/29/hate-spewing-teens-yell-you-caused-coronavirus-b-h-at-asian-woman/,news,asian woman teenagers hate,nada,nada,an asianwoman from brooklyn suffered sever burns on her body due to outburst of hate,,,,,,,,,,,
3/29/2020,C,The New York Post,https://nypost.com/2020/03/29/tsa-security-director-for-several-ny-airports-tests-positive-for-coronavirus/,news,security director airport dies,nada,nada,The TSA’s director of security at several metro-area airports has tested positive for the coronavirus.,,,,,,,,,,,
3/29/2020,C,The New York Post,https://pagesix.com/2020/03/29/trump-says-us-will-not-pay-for-prince-harry-meghan-markles-security/?_ga=2.16121142.1404900470.1617644242-694288676.1616714668prince harry,Page six,"Prince harry, srcurity, denial",0,nada,"Trump says US will not pay for Prince Harry, Meghan Markle’s security",,,,,,,,,,,
3/29/2020,C,The New York Post,https://nypost.com/2020/03/29/video-shows-packed-nyc-subway-cars-amid-coronavirus-pandemic/,news,video subway cars,nada,nada,a video shows packedsubway cars amid the pandemic,,,,,,,,,,,
3/29/2020,C,The New York Post,https://pagesix.com/2020/03/29/garth-brooks-trisha-yearwood-to-perform-live-concert-special-on-cbs/?_ga=2.207622034.1404900470.1617644242-694288676.1616714668,newa,live concert,nada,nada,"Garth Brooks, Trisha Yearwood to perform live concert special on CBS",,,,,,,,,,,
3/29/2020,C,The New York Post,https://nypost.com/2020/03/29/armed-vigilantes-chop-down-tree-block-driveway-to-force-neighbor-into-quarantine/news,news,armed vigilantes,nada,nada,"Armed vigilantes chop down tree, block driveway to force neighbor into quarantine",,,,,,,,,,,
3/29/2020,C,The New York Post,https://nypost.com/2020/03/29/mtas-24-hour-coronavirus-hotline-keeps-crashing-as-workers-are-ravaged-by-crisis/,news,MTA hotline ,nada,nada,he MTA’s 24-hour hot line for workers with coronavirus symptoms is constantly crashing because it’s being flooded with calls —,,,,,,,,,,,
3/29/2020,C,The New York Post,https://nypost.com/2020/03/29/country-singer-joe-diffie-dies-of-coronavirus-complications/,news,country singer,nada,nada,countrusnger joe Diffei has died of coronavirus at the age of 61,,,,,,,,,,,
3/29/2020,C,The New York Post,https://pagesix.com/2020/03/29/custody-battle-between-meghan-king-edmonds-and-jim-edmonds-rages-on-despite-coronavirus/?_ga=2.208020242.1404900470.1617644242-694288676.1616714668,news,custdy battle,nada,nada,Meghan King Edmonds and Jim Edmonds‘ battle over their three small children has reached a contentious point,,,,,,,,,,,
3/29/2020,C,The New York Post,https://nypost.com/2020/03/29/900-nypd-members-will-be-positive-for-coronavirus-by-monday-commissioner-says/,news,NYPD members,nada,nada,"The number of confirmed NYPD coronavirus cases is expected to spike Monday morning to around 900,",,,,,,,,,,,
3/29/2020,C,The New York Post,https://nypost.com/2020/03/29/queens-da-melinda-katz-has-tested-positive-for-coronavirus/,news,attorney positive,nada,nada,"Queens District Attorney Melinda Katz has tested positive for the coronavirus,",,,,,,,,,,,
3/29/2020,C,The New York Post,https://nypost.com/2020/03/29/trump-extends-coronavirus-social-distancing-guidelines-to-april-30/,politics,social distance guidelines,0,nada,trump extends coronavirus social distancig guidelines,,,,,,,,,,,
3/29/2020,C,The New York Post,https://nypost.com/2020/03/29/heres-the-next-big-problem-after-new-york-gets-ventilators/,health,ventilator crisis,nada,nada,"Even if New York gets all the ventilators it needs to handle the growing coronavirus crisis, there’s still one major question — who will operate them,",,,,,,,,,,,
3/29/2020,C,The New York Post,https://nypost.com/2020/03/29/mary-louis-ad-joe-lewinger-leaves-behind-everlasting-legacy-through-hardship/news,news,"basketball, couch, death",nada,nada,"Joe Lewinger, who died  at the age of 42, coached his The Mary Louis Academy team in 2011",,,,,,,,,,,
3/29/2020,C,The New York Post,https://nypost.com/2020/03/29/a-disaster-for-democracy-and-other-commentary/,politics,"media , instituions, policies",1,nada,americans have mixed feelings about many institutions amid the coronavirus crirs,,,,,,,,,,,
3/29/2020,C,The New York Post,https://nypost.com/2020/03/29/celtics-marcus-smart-cleared-of-coronavirus/,sports,"NBA, covid",nada,nada,"Marcus Smart, one of the 10 NBA plyers, is coronavirus free.",,,,,,,,,,,
3/29/2020,C,The New York Post,https://nypost.com/2020/03/29/108-year-old-spanish-flu-survivor-dies-of-coronavirus/,news,"108-year-old- woman, flu survivor, covid",nada,nada,"A 108-year-old British woman who survived the 1918 Spanish Flu succumbed to the coronavirus,",,,,,,,,,,,
4/5/2020,JP,The New York Post,https://nypost.com/2020/04/05/bronx-zoo-says-tiger-didnt-get-a-human-coronavirus-test/,metro,"zoo, animals, different",nada,nada,"You cannot send human samples to the veterinary laboratory, and you cannot send animal tests to the human laboratories",,,,,,,,,,,
4/5/2020,JP,The New York Post,https://nypost.com/2020/04/05/rikers-island-inmate-with-coronavirus-dies/,metro,"prision, first death",nada,nada,The Legal Aid Society last month filed four lawsuits to get some of its clients out of Rikers and to win freedom for juvenile detainees,,,,,,,,,,,
4/5/2020,JP,The New York Post,https://nypost.com/2020/04/05/nyc-restaurants-feeding-health-workers-on-front-lines-of-coronavirus/,living,hope,nada,nada,Feeding them gave my 50th birthday some purpose at a time we felt so helpless,,,,,,,,,,,
4/5/2020,JP,The New York Post,https://nypost.com/2020/04/05/ny-americas-restaurants-need-to-hold-on-until-the-lockdowns-end/,opinion,agree,nada,nada,The New York City restaurant industry faces an existential threat worse than from any previous catastrophe,,,,,,,,,,,
4/5/2020,JP,The New York Post,https://nypost.com/2020/04/05/its-time-to-figure-out-which-businesses-can-reopen-first-and-how/,opinion,time to think,nada,nada,Every government agency and department should be doing their part to think about how to save the small businesses that were the American dream,,,,,,,,,,,
4/5/2020,JP,The New York Post,https://nypost.com/2020/04/05/fdny-firefighters-come-together-to-thank-hospital-workers/,metro,pride,nada,nada,It means the world to us to be appreciated in this way by our brothers and sisters at FDNY. We are proud and delighted,,,,,,,,,,,
4/5/2020,JP,The New York Post,https://nypost.com/2020/04/05/north-koreas-ridiculous-and-evil-coronavirus-free-boasts/,opinion,unverifiable,nada,nada,Not one single person has been infected with the novel coronavirus in our country so far,,,,,,,,,,,
4/5/2020,JP,The New York Post,https://nypost.com/2020/04/05/post-coronavirus-easing-up-on-cafe-rules-makes-more-sense-than-ever/,opinion,great,1,nada,"The administration estimates the new rule will lower the price of a new vehicle by about $1,000 ",,,,,,,,,,,
4/5/2020,JP,The New York Post,https://nypost.com/2020/04/05/dr-anthony-fauci-tests-negative-for-the-coronavirus/,news,good news,nada,nada,"The major reason to wear a face mask, is to protect you from infecting you",,,,,,,,,,,
4/5/2020,JP,The New York Post,https://nypost.com/2020/04/05/virus-models-arent-crystal-balls-and-other-commentary/,opinion,options,-1,nada,There’s no right answer,,,,,,,,,,,
4/5/2020,JP,The New York Post,https://nypost.com/2020/04/05/woody-harrelson-sharing-coronavirus-conspiracy-theory-tied-to-5g/,news,"ramble, not serious",nada,nada,The celebrities fanning the flames of these conspiracy theorists should be ashamed,,,,,,,,,,,
4/5/2020,JP,The New York Post,https://nypost.com/2020/04/05/trump-says-usns-comfort-might-treat-coronavirus-patients/,news,positive,1,nada,"If we need it for the virus, we will be using it for that",,,,,,,,,,,
4/5/2020,JP,The New York Post,https://nypost.com/2020/04/05/hasidic-funerals-flout-social-distancing-rules-amid-coronavirus/,metro,stupidity,0,nada,Hasidic Jews flouted social distancing rules and held at least two packed funerals on the streets of Brooklyn on Sunday,,,,,,,,,,,
4/5/2020,JP,The New York Post,https://nypost.com/2020/04/05/ny-coronavirus-patients-being-treated-with-anti-malarial-drug/,metro,unknown,0,nada,"Currently, there is no proven way to prevent COVID-19 after being exposed",,,,,,,,,,,
4/5/2020,JP,The New York Post,https://nypost.com/2020/04/05/nyc-coronavirus-death-toll-now-at-2472-with-almost-65k-cases/,metro,increasing,nada,nada,What we’re seeing lately is between 200 and 300 more patients needing to be intubated every day,,,,,,,,,,,
4/5/2020,JP,The New York Post,https://nypost.com/2020/04/05/trump-admin-weighs-legal-action-over-alleged-chinese-hoarding-of-ppe/,news,"selfishness, outrageous",1,nada,"People are dying. When you have intentional, cold-blooded, premeditated action like you have with China, this would be considered first-degree murder",,,,,,,,,,,
4/5/2020,JP,The New York Post,https://nypost.com/2020/04/05/lesson-of-ex-nba-teammates-bond-resonates-in-coronavirus-times/,sports,gratifying,nada,nada,During this pandemic it’s a call for each person to become their best self,,,,,,,,,,,
4/5/2020,JP,The New York Post,https://nypost.com/2020/04/05/italy-looks-ahead-to-phase-two-as-coronavirus-death-toll-slows/,news,encouraging,nada,nada,The curve has reached a plateau and begun to descend,,,,,,,,,,,
4/5/2020,JP,The New York Post,https://nypost.com/2020/04/05/doc-at-brooklyn-hospital-where-body-bags-line-hallway-patients-dying-every-moment/,metro,sadness,nada,nada,Patients dying every moment,,,,,,,,,,,
4/5/2020,JP,The New York Post,https://nypost.com/2020/04/05/city-teacher-whose-family-fought-for-potential-lifesaving-therapy-dies-from-coronavirus/,metro,"sadness, anger",nada,nada,I know that people suffer every day from this virus and it’s something that can’t be quantified,,,,,,,,,,,
4/5/2020,JP,The New York Post,https://nypost.com/2020/04/05/special-passover-delivery-for-homebound-brooklyn-holocaust-survivors/,metro,nobility,nada,nada,It’s a tragedy that these elderly survivors will be all alone for Passover,,,,,,,,,,,
4/5/2020,JP,The New York Post,https://nypost.com/2020/04/05/bronx-councilman-wants-to-ban-paper-bag-fee-over-coronavirus-fears/,metro,Good decision,nada,nada,This bill will temporarily lift the fee so that we don’t discourage New Yorkers from using the safer paper bag option during the pandemic,,,,,,,,,,,
4/5/2020,JP,The New York Post,https://nypost.com/2020/04/05/new-york-mets-might-be-mlbs-biggest-loser-amid-coronavirus/,sports,Millionaires loses,nada,nada,"Some lose less, some lose a lot more when it comes to major league teams during the coronavirus pandemic",,,,,,,,,,,
4/5/2020,JP,The New York Post,https://nypost.com/2020/04/05/a-bronx-zoo-tiger-now-has-coronavirus/,metro,Strange,nada,nada,"Animals can carry germs that can make people sick, it’s always a good idea to practice healthy habits around pets and other animals",,,,,,,,,,,
4/5/2020,JP,The New York Post,https://nypost.com/2020/04/05/even-gov-cuomos-dog-is-losing-it-under-coronavirus-isolation/,metro,pain,nada,nada,"There’s no medical definition for cabin fever, but I believe it exists",,,,,,,,,,,
4/5/2020,JP,The New York Post,https://nypost.com/2020/04/05/atlantic-city-casinos-losing-540m-a-month-due-to-coronavirus/,metro,big losses,nada,nada,It will be the biggest blow to the casino industry that we’ve seen in a lifetime,,,,,,,,,,,
4/5/2020,JP,The New York Post,https://nypost.com/2020/04/05/queen-mary-ocean-liner-may-be-used-as-hospital-ship-amid-coronavirus/,news,hope,nada,nada,"The Queen Mary remains in consideration, and we will have a plan to announce in the future",,,,,,,,,,,
4/5/2020,JP,The New York Post,https://nypost.com/2020/04/05/british-prime-minister-boris-johnson-hospitalized-for-coronavirus/,news,indifference,nada,nada,He has been self-quarantining separately from his pregnant girlfriend,,,,,,,,,,,
4/5/2020,JP,The New York Post,https://nypost.com/2020/04/05/trump-again-warns-country-of-a-rough-next-two-weeks/,news,bewilderment,0,nada,"This will be probably the toughest week,",,,,,,,,,,,
4/5/2020,JP,The New York Post,https://nypost.com/2020/04/05/queen-elizabeth-we-will-succeed-in-fight-against-coronavirus/,news,"Union, proud",nada,nada,"This time we join with all nations across the globe in a common endeavor, using the great advances of science and our instinctive compassion to heal",,,,,,,,,,,
4/5/2020,JP,The New York Post,https://nypost.com/2020/04/05/surgeon-reveals-workers-forced-to-ration-care-for-non-coronavirus-patients/,metro,"choice, ugly",nada,nada,We have had to ration care and make decisions about who is considered an urgent or emergent case,,,,,,,,,,,
4/5/2020,JP,The New York Post,https://nypost.com/2020/04/05/coronavirus-nearly-3k-chargers-headed-to-nyc-hospital-for-patients/,metro,Very good idea,nada,nada,"A lot of patients forget to bring their phone chargers to the hospital, and therefore, can’t talk to their loved ones",,,,,,,,,,,
4/5/2020,JP,The New York Post,https://nypost.com/2020/04/05/new-business-models-could-emerge-from-musicians-livestreams/,business,Changes,nada,nada,It is the biggest concert I’ve ever done,,,,,,,,,,,
4/5/2020,JP,The New York Post,https://nypost.com/2020/04/05/kyle-walker-apologizes-for-prostitute-sex-party-amid-coronavirus-lockdown/,sports,shameful,nada,nada,"I understand that my position as a professional footballer brings the responsibility of being a role model. As such, I want to apologize to my family, friends, football club, supporters and the public for letting them down",,,,,,,,,,,
4/5/2020,JP,The New York Post,https://nypost.com/2020/04/05/2-coronavirus-deaths-tallied-overnight-in-new-york-city/,metro,data,nada,nada,The Big Apple tallied two coronavirus fatalities overnight Saturday into Sunday,,,,,,,,,,,
4/5/2020,JP,The New York Post,https://nypost.com/2020/04/05/new-jersey-cops-break-up-pink-floyd-cover-bands-coronavirus-concert/,metro,stupid people,nada,nada,Cops broke up a Pink Floyd cover band’s concert,,,,,,,,,,,
4/12/2020,JP,The New York Post,https://nypost.com/2020/04/12/coronavirus-fears-have-new-yorkers-avoiding-hospitals-in-nyc/,Metro,Fear,Nada,Nada,"Right now, people keep hearing they should avoid hospitals for non-emergencies, however, strokes are life-threatening",,,,,,,,,,,
4/12/2020,JP,The New York Post,https://nypost.com/2020/04/12/anthony-causis-kindness-talent-touched-everyone-in-ny-sports/,Sports,"Family, sadness, kindness",Nada,Nada,"There are some people in our lives whose impact is so immediate, and so permanent, it’s all but impossible to remember a time when they weren’t a part of us",,,,,,,,,,,
4/12/2020,JP,The New York Post,https://nypost.com/2020/04/12/heroes-of-the-day-coronavirus-survivors-give-blood-to-help-others/,Metro,"antibodies, heroes, convalescent plasma",Nada,Nada,Because there’s nothing we need more as a global community than hope,,,,,,,,,,,
4/12/2020,JP,The New York Post,https://nypost.com/2020/04/12/nyc-coronavirus-death-toll-climbs-to-more-than-6000/,Metro,"death, climbs",Nada,Nada,"Nearly 7,000 people in New York City have succumbed to coronavirus",,,,,,,,,,,
4/12/2020,JP,The New York Post,https://nypost.com/2020/04/12/nursing-home-deaths-soar-past-3300-in-alarming-surge/,News,"Nursing home, ",-1,Nada,We need to really ensure that nursing homes have sentinel surveillance,,,,,,,,,,,
4/12/2020,JP,The New York Post,https://nypost.com/2020/04/12/nyc-coronavirus-cases-top-100000/,Metro,"flattening, bigg apple, suburbs and rural areas",Nada,Nada,The bulk of both the state’s virus cases and deaths have predominantly been in the Big Apple,,,,,,,,,,,
4/12/2020,JP,The New York Post,https://nypost.com/2020/04/12/the-coronavirus-can-travel-at-least-13-feet-new-study-shows/,News,"travels on shoes, 13 feet",Nada,-1,"The coronavirus can travel through the air at least 13 feet — more than twice as far as social distancing guidelines, according to a report from the Centers for Disease Control and Prevention",,,,,,,,,,,
4/19/2020,A,The New York Post,https://nypost.com/2020/04/19/healthcare-workers-face-off-protesters-in-colorado/,News,"healthcare workers, Block antilockdown protesters",Nada,Nada,Two medical workers in scrubs and N95 masks were spotted blocking horn-honking motorists who had gathered at the State Capitol in Denver to challenge the mitigation methods. “People were putting their cars right up against them.”,,,,,,,,,,,
4/19/2020,A,The New York Post,https://nypost.com/2020/04/19/tune-into-michael-jordans-looney-basketball-adventure/,Sports,cinematic art,Nada,Nada,"During the coronavirus shutdown, each day we will bring you a recommendation from The Post’s Peter Botte for a sports movie, TV show or book that perhaps was before your time or somehow slipped between the cracks of your viewing/reading history.",,,,,,,,,,,
4/19/2020,A,The New York Post,https://nypost.com/2020/04/19/how-to-get-through-a-pandemic-cindy-adams-style-devine/,Opinion,survive lockdown,Nada,Nada,Nada,,,,,,,,,,,
4/19/2020,A,The New York Post,https://nypost.com/2020/04/19/food-banks-feeding-more-people-amid-coronavirus-unemployment-crisis/,Business,"unemplyoment, Food Bank",Nada,Nada,"The vast ranks of newly unemployed are straining the capacities of food banks, soup kitchens and pop-up services across New York City.",,,,,,,,,,,
4/19/2020,A,The New York Post,https://nypost.com/2020/04/19/trump-says-governors-have-gone-too-far-with-coronavirus-restrictions/,News,"support, protesters",0,Nada,"“Some have gone too far, some governors have gone too far. Some of the things that happened are maybe not so appropriate,” Trump continued. “And I think in the end it’s not going to matter because we’re starting to open up our states, and I think they’re going to open up very well.” “As far as protesters, you know, I see protesters for all sorts of things,” he added. “And I’m with everybody. I’m with everybody.”",,,,,,,,,,,
4/19/2020,A,The New York Post,https://nypost.com/2020/04/19/director-of-wuhan-lab-denies-coronavirus-escaped-from-his-facility/,News,"Wuhan laboratory, accidental spread, denial, mislead",0,Nada,"“There’s no way this virus came from us,” Yuan Zhiming, director of the Wuhan Institute of Virology, told state media on Saturday.",,,,,,,,,,,
4/19/2020,A,The New York Post,https://nypost.com/2020/04/19/mlb-pay-cuts-furloughs-could-be-coming-to-non-players/,Sports,"Furloughs, non-players",0,Nada,"Commissioner Rob Manfred is planning to suspend Uniform Employee Contracts (UEC), likely on Monday, which will allow teams to furlough employees or cut salaries, a source confirmed",,,,,,,,,,,
4/19/2020,A,The New York Post,https://nypost.com/2020/04/19/michigan-prisoner-dies-of-coronavirus-just-weeks-before-parole/,News,"Death, prisioner",Nada,Nada,A Michigan prisoner died from coronavirus just weeks before his parole.,,,,,,,,,,,
4/19/2020,A,The New York Post,https://nypost.com/2020/04/19/ny-assemblywoman-may-be-barred-from-re-election-over-paperwork-error/,Metro,"reelection, paperwork error",Nada,Nada,"Rebecca Seawright, who represents 133,000 constituents in the 76th District on the Upper East Side and Roosevelt Island, failed to include the cover sheet when she submitted her petitions confirming that she had collected enough Democratic voter signatures to get on the ballot, the sources said.",,,,,,,,,,,
4/19/2020,A,The New York Post,https://nypost.com/2020/04/19/city-doe-postpones-vote-on-millions-in-vendor-contracts/,Metro,"Department of Education, schools’ budget cut",Nada,Nada,The city Department of Education is putting the brakes on millions of dollars in contracts that critics call outrageous spending amid a dire cash crunch,,,,,,,,,,,
4/19/2020,A,The New York Post,https://nypost.com/2020/04/19/new-york-to-begin-coronavirus-antibody-testing-survey-on-monday/,News,antibody testing survey,Nada,Nada,"New York state on Monday will begin conducting antibody tests to help determine how many New Yorkers were infected by the disease, Gov. Andrew Cuomo announced Sunday.",,,,,,,,,,,
4/19/2020,A,The New York Post,https://nypost.com/2020/04/19/knicks-rj-barretts-bizarre-coronavirus-world-includes-big-donations/,Sports,donations,Nada,Nada,Nada,,,,,,,,,,,
4/19/2020,A,The New York Post,https://nypost.com/2020/04/19/trump-plays-clip-of-gov-cuomo-praising-federal-coronavirus-response/,News,"praise, partnership",1,Nada,President Trump played a clip of New York Gov. Andrew Cuomo praising his administration during a briefing from the White House coronavirus task force on Sunday.,,,,,,,,,,,
4/19/2020,A,The New York Post,https://nypost.com/2020/04/19/thousands-in-denver-protest-business-closures-over-coronavirus/,News,"protests, reopen states, unemployment claims, unemployment rate",1,Nada,Thousands of people staged a peaceful protest outside Colorado’s Capitol on Sunday against the state’s stay-at-home order and its closures of thousands of nonessential businesses as ways to fight the spread of the coronavirus.,,,,,,,,,,,
4/19/2020,A,The New York Post,https://nypost.com/2020/04/19/dustin-pedroias-red-sox-future-sounds-even-more-ominous/,Sports,Baseball,Nada,Nada,Nada,,,,,,,,,,,
4/19/2020,A,The New York Post,https://nypost.com/2020/04/19/spain-coronavirus-deaths-climb-by-lowest-daily-amount-in-a-month/,News,"Spain, optimism, deaths",Nada,Nada," Spain’s death toll from the new coronavirus outbreak rose by 410 on Sunday, the lowest daily increase in about a month in one of the world’s hardest hit countries, prompting cautious optimism from the government that the figures are on a downward path",,,,,,,,,,,
4/19/2020,A,The New York Post,https://nypost.com/2020/04/19/three-arrested-outside-nyc-synagogue-after-violating-social-distancing/,Metro,"arrests, violate social distance",Nada,Nada,Three people were arrested for violating the city’s social distancing restrictions outside an iconic Jewish synagogue in Brooklyn.,,,,,,,,,,,
4/19/2020,A,The New York Post,https://nypost.com/2020/04/19/the-coronavirus-could-kill-off-a-host-of-us-colleges/,Opinion,"College campuses, online",Nada,Nada,"Some of America’s most beautiful spaces, our university campuses, are closed and empty these days. Schools have canceled their spring semesters and commencements because of COVID-19; classrooms, dormitories and athletic facilities are shuttered",,,,,,,,,,,
4/19/2020,A,The New York Post,https://nypost.com/2020/04/19/andrew-cuomo-owes-a-genuine-back-to-work-plan-to-new-yorkers/,Opinion,"back-to-work plan, pause",Nada,Nada,"With his announcement Thursday that New York would continue its “pause” until May 15, it became clear that Gov. Andrew Cuomo has lost control of the crisis — which he hitherto had such command over.",,,,,,,,,,,
4/19/2020,A,The New York Post,https://nypost.com/2020/04/19/lawyers-are-looking-to-cash-in-on-the-coronavirus-crisis/,Opinion,"lawyers, crisis, advantage",Nada,Nada,"New York’s tort lawyers are a ginormously wealthy and politically potent lobby, always ready with an argument as to why society supposedly benefits from their predations. They’re pushing a variety of bills that would actually increase liability and encourage frivolous suits.",,,,,,,,,,,
4/19/2020,A,The New York Post,https://nypost.com/2020/04/19/congress-must-send-the-mta-another-4b-in-aid-during-coronavirus/,Opinion,"mass-transit agency, crashed finances",Nada,Nada,"Since the pandemic hit, subway and bus ridership is down more than 90 percent, while bridge tolls have dropped 62 percent.",,,,,,,,,,,
4/19/2020,A,The New York Post,https://nypost.com/2020/04/19/enough-with-panic-porn-and-other-commentary/,Opinion,"optimism, Handshake, banned reusable bags",1,Nada,Nada,,,,,,,,,,,
4/19/2020,A,The New York Post,https://nypost.com/2020/04/19/peter-navarro-china-used-who-to-hide-coronavirus-from-the-world/,News,"WHO, China, Wuhan Laboratory",1,Nada,"“First of all, the virus was spawned in China. Second of all, they hid the virus behind the shield of the World Health Organization. The third thing they did was basically hoard personal protective equipment and now they’re profiteering from it,” Navarro said.",,,,,,,,,,,
4/19/2020,A,The New York Post,https://nypost.com/2020/04/19/cares-act-encourages-employees-to-stay-home-rather-than-return-to-work/,Business,"unemployment benefits, the CARES Act",Nada,Nada,"But the federal checks combined with pumped-up state unemployment benefits, which in New York can add up to as much as $1,104 a week, means some workers through unemployment are now getting as much as — if not more than — what they were earning before the pandemic.",,,,,,,,,,,
4/19/2020,A,The New York Post,https://nypost.com/2020/04/19/cuomo-gives-unsolicited-parenting-advice-during-coronavirus-briefing/,Metro,private life,Nada,Nada,Nada,,,,,,,,,,,
4/19/2020,A,The New York Post,https://nypost.com/2020/04/19/queens-heart-transplant-recipient-cancer-survivor-beats-coronavirus/,Metro,cancer and transplant  survival. covid survival  ,Nada,Nada,A Queens woman who previously received a heart transplant and survived breast cancer has now beaten the coronavirus.,,,,,,,,,,,
4/19/2020,A,The New York Post,https://nypost.com/2020/04/19/nearly-50000-italian-bars-restaurants-projected-to-close/,News,"close bars,sadness, Italy",Nada,Nada,"Italy could lose one-sixth of its beloved bars and restaurants to the coronavirus crisis — with a staggering 50,000 predicted to have to close for good, according to reports.",,,,,,,,,,,
4/19/2020,A,The New York Post,https://nypost.com/2020/04/19/trump-calls-us-the-king-of-ventilators-as-states-ask-for-aid/,News,"Ventilators, tests, help",-1,Nada,President Trump on Sunday declared that the US is the “King of Ventilators” and said he is “right on testing” the way he was “right” about the breathing devices.,,,,,,,,,,,
